DeliveryID,OrderID,DeliveryDate,DeliveredQty,City,Status
DIS010000,OIND010000,2025-02-01,4,Pune,Shipped
DIS010001,OIND010001,2025-02-02,1,Chennai,In Transit
DIS010002,OIND010002,2025-02-03,4,Delhi,In Transit
DIS010003,OIND010003,2025-02-04,4,Delhi,Delivered
DIS010004,OIND010004,2025-02-05,3,Delhi,Delivered
DIS010005,OIND010005,2025-02-06,4,Mumbai,In Transit
DIS010006,OIND010006,2025-02-07,2,Hyderabad,Delivered
DIS010007,OIND010007,2025-02-08,4,Pune,In Transit
DIS010008,OIND010008,2025-02-09,4,Pune,Shipped
DIS010009,OIND010009,2025-02-10,2,Hyderabad,Shipped
DIS010010,OIND010010,2025-02-11,4,Bangalore,In Transit
DIS010011,OIND010011,2025-02-12,1,Hyderabad,In Transit
DIS010012,OIND010012,2025-02-13,3,Delhi,Delivered
DIS010013,OIND010013,2025-02-14,4,Mumbai,Delivered
DIS010014,OIND010014,2025-02-15,2,Hyderabad,Delivered
DIS010015,OIND010015,2025-02-16,1,Hyderabad,In Transit
DIS010016,OIND010016,2025-02-17,2,Pune,In Transit
DIS010017,OIND010017,2025-02-18,3,Mumbai,In Transit
DIS010018,OIND010018,2025-02-19,4,Delhi,Shipped
DIS010019,OIND010019,2025-02-20,1,Delhi,In Transit
DIS010020,OIND010020,2025-02-21,2,Hyderabad,In Transit
DIS010021,OIND010021,2025-02-22,3,Hyderabad,Shipped
DIS010022,OIND010022,2025-02-23,2,Hyderabad,Delivered
DIS010023,OIND010023,2025-02-24,2,Bangalore,Delivered
DIS010024,OIND010024,2025-02-25,3,Delhi,Shipped
DIS010025,OIND010025,2025-02-26,1,Chennai,Delivered
DIS010026,OIND010026,2025-02-27,2,Pune,Delivered
DIS010027,OIND010027,2025-02-28,3,Chennai,Delivered
DIS010028,OIND010028,2025-03-01,3,Pune,Delivered
DIS010029,OIND010029,2025-03-02,3,Mumbai,In Transit
DIS010030,OIND010030,2025-03-03,3,Chennai,Shipped
DIS010031,OIND010031,2025-03-04,3,Mumbai,Delivered
DIS010032,OIND010032,2025-03-05,3,Bangalore,Delivered
DIS010033,OIND010033,2025-03-06,2,Delhi,Delivered
DIS010034,OIND010034,2025-03-07,2,Delhi,In Transit
DIS010035,OIND010035,2025-03-08,4,Mumbai,Shipped
DIS010036,OIND010036,2025-03-09,2,Bangalore,In Transit
DIS010037,OIND010037,2025-03-10,1,Pune,Shipped
DIS010038,OIND010038,2025-03-11,3,Chennai,Shipped
DIS010039,OIND010039,2025-03-12,2,Pune,Delivered
DIS010040,OIND010040,2025-03-13,2,Hyderabad,In Transit
DIS010041,OIND010041,2025-03-14,3,Pune,In Transit
DIS010042,OIND010042,2025-03-15,1,Chennai,In Transit
DIS010043,OIND010043,2025-03-16,3,Hyderabad,In Transit
DIS010044,OIND010044,2025-03-17,3,Chennai,Shipped
DIS010045,OIND010045,2025-03-18,4,Chennai,Delivered
DIS010046,OIND010046,2025-03-19,3,Delhi,Delivered
DIS010047,OIND010047,2025-03-20,2,Mumbai,Shipped
DIS010048,OIND010048,2025-03-21,3,Pune,Delivered
DIS010049,OIND010049,2025-03-22,2,Chennai,Shipped
DIS010050,OIND010050,2025-03-23,2,Hyderabad,Shipped
DIS010051,OIND010051,2025-03-24,4,Pune,Delivered
DIS010052,OIND010052,2025-03-25,3,Pune,Shipped
