OrderID,CustomerID,MaterialCode,OrderDate,City,Quantity,Status
OIND000000,9721,WPUR200,2025-01-01,Hyderabad,3,Delivered
OIND000001,8847,WPUR300,2025-01-02,Mumbai,4,Open
OIND000002,5162,WPUR100,2025-01-03,Pune,3,Delivered
OIND000003,6835,WPUR100,2025-01-04,Mumbai,4,Delivered
OIND000004,7943,WPUR100,2025-01-05,Hyderabad,4,Delivered
OIND000005,7653,WPUR200,2025-01-06,Bangalore,2,Delivered
OIND000006,1282,WPUR100,2025-01-07,Hyderabad,4,Delivered
OIND000007,9260,WPUR300,2025-01-08,Delhi,2,In Process
OIND000008,6713,WPUR200,2025-01-09,Pune,2,Open
OIND000009,5501,WPUR100,2025-01-10,Mumbai,2,Open
OIND000010,2846,WPUR300,2025-01-11,Chennai,1,In Process
OIND000011,9681,WPUR300,2025-01-12,Chennai,1,Delivered
OIND000012,7854,WPUR200,2025-01-13,Mumbai,3,Open
OIND000013,4922,WPUR300,2025-01-14,Chennai,3,In Process
OIND000014,8430,WPUR300,2025-01-15,Delhi,3,Delivered
OIND000015,3259,WPUR100,2025-01-16,Mumbai,2,Open
OIND000016,7710,WPUR200,2025-01-17,Bangalore,3,In Process
OIND000017,5363,WPUR200,2025-01-18,Chennai,4,Open
OIND000018,6898,WPUR100,2025-01-19,Hyderabad,3,Delivered
OIND000019,3273,WPUR300,2025-01-20,Chennai,2,Open
OIND000020,5958,WPUR200,2025-01-21,Bangalore,2,In Process
OIND000021,5546,WPUR200,2025-01-22,Bangalore,3,In Process
OIND000022,6499,WPUR100,2025-01-23,Pune,3,Delivered
OIND000023,4794,WPUR100,2025-01-24,Chennai,2,In Process
OIND000024,6732,WPUR300,2025-01-25,Bangalore,3,Delivered
OIND000025,9240,WPUR200,2025-01-26,Chennai,4,Open
OIND000026,9544,WPUR100,2025-01-27,Bangalore,4,Open
OIND000027,1759,WPUR100,2025-01-28,Delhi,1,Open
OIND000028,1523,WPUR300,2025-01-29,Chennai,2,Delivered
OIND000029,2581,WPUR200,2025-01-30,Bangalore,4,In Process
OIND000030,1324,WPUR300,2025-01-31,Mumbai,4,Open
OIND000031,4391,WPUR200,2025-02-01,Delhi,2,Open
OIND000032,9681,WPUR100,2025-02-02,Pune,4,Delivered
OIND000033,9956,WPUR300,2025-02-03,Bangalore,2,Open
OIND000034,2371,WPUR200,2025-02-04,Mumbai,3,Open
OIND000035,6369,WPUR200,2025-02-05,Chennai,1,Open
OIND000036,3411,WPUR100,2025-02-06,Mumbai,3,Delivered
OIND000037,5008,WPUR300,2025-02-07,Chennai,1,Delivered
OIND000038,9834,WPUR300,2025-02-08,Delhi,3,Delivered
OIND000039,7022,WPUR100,2025-02-09,Bangalore,3,In Process
OIND000040,2432,WPUR300,2025-02-10,Chennai,1,Open
OIND000041,7946,WPUR300,2025-02-11,Chennai,4,Delivered
OIND000042,2789,WPUR300,2025-02-12,Pune,4,In Process
OIND000043,7431,WPUR200,2025-02-13,Delhi,4,Open
OIND000044,2626,WPUR100,2025-02-14,Bangalore,1,Delivered
OIND000045,9472,WPUR300,2025-02-15,Pune,4,Delivered
OIND000046,6975,WPUR100,2025-02-16,Pune,4,In Process
OIND000047,6631,WPUR300,2025-02-17,Hyderabad,3,In Process
OIND000048,3870,WPUR300,2025-02-18,Delhi,2,Open
OIND000049,9683,WPUR300,2025-02-19,Chennai,4,Open
OIND000050,8158,WPUR100,2025-02-20,Hyderabad,3,Open
OIND000051,8176,WPUR200,2025-02-21,Pune,1,Delivered
OIND000052,5615,WPUR300,2025-02-22,Mumbai,4,In Process
OIND000053,5554,WPUR200,2025-02-23,Chennai,3,In Process
OIND000054,7248,WPUR100,2025-02-24,Delhi,4,In Process
OIND000055,4954,WPUR300,2025-02-25,Chennai,2,In Process
OIND000056,2724,WPUR100,2025-02-26,Delhi,3,In Process
OIND000057,8594,WPUR300,2025-02-27,Delhi,2,In Process
OIND000058,4220,WPUR200,2025-02-28,Mumbai,3,In Process
OIND000059,4724,WPUR300,2025-03-01,Chennai,3,In Process
OIND000060,6835,WPUR200,2025-03-02,Pune,3,In Process
OIND000061,7508,WPUR300,2025-03-03,Mumbai,3,In Process
OIND000062,9246,WPUR100,2025-03-04,Hyderabad,3,In Process
OIND000063,5165,WPUR200,2025-03-05,Pune,4,In Process
OIND000064,4613,WPUR200,2025-03-06,Delhi,2,Open
OIND000065,8287,WPUR100,2025-03-07,Pune,3,Delivered
OIND000066,7120,WPUR100,2025-03-08,Delhi,1,Open
OIND000067,1823,WPUR100,2025-03-09,Delhi,3,Delivered
OIND000068,7856,WPUR200,2025-03-10,Delhi,4,Delivered
OIND000069,7427,WPUR100,2025-03-11,Pune,2,Open
OIND000070,5771,WPUR300,2025-03-12,Pune,3,Open
OIND000071,2887,WPUR300,2025-03-13,Pune,3,Delivered
OIND000072,1663,WPUR300,2025-03-14,Pune,4,Delivered
OIND000073,9586,WPUR100,2025-03-15,Pune,2,Delivered
OIND000074,7542,WPUR300,2025-03-16,Mumbai,2,Open
OIND000075,7132,WPUR200,2025-03-17,Bangalore,2,Delivered
OIND000076,7862,WPUR200,2025-03-18,Chennai,4,Open
OIND000077,9424,WPUR100,2025-03-19,Delhi,3,Delivered
OIND000078,9228,WPUR300,2025-03-20,Delhi,1,Open
